Drug	Indication	drug_name	drug_id	ind_name	ind_id	sem_type	TrialStatus	status	phase	DetailedStatus
"<a href=""http://www.drugbank.ca/drugs/DB00970"" target=""_blank"">Doxorubicin (DBID: DB00970)</a>"	stage I Wilms' tumor (CUI: C0278711)	Doxorubicin	DB00970	stage I Wilms' tumor	C0278711	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00997"" target=""_blank"">Vincristine (DBID: DB00997)</a>"	stage I Wilms' tumor (CUI: C0278711)		DB00997	stage I Wilms' tumor	C0278711	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00541"" target=""_blank"">Vincristine (DBID: DB00541)</a>"	stage II Wilms' tumor (CUI: C0278712)	Vincristine	DB00541	stage II Wilms' tumor	C0278712	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00773"" target=""_blank"">Etoposide (DBID: DB00773)</a>"	stage II Wilms' tumor (CUI: C0278712)	Etoposide	DB00773	stage II Wilms' tumor	C0278712	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00773"" target=""_blank"">Dactinomycin (DBID: DB00773)</a>"	stage II Wilms' tumor (CUI: C0278712)	Dactinomycin	DB00773	stage II Wilms' tumor	C0278712	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00970"" target=""_blank"">Doxorubicin (DBID: DB00970)</a>"	stage II Wilms' tumor (CUI: C0278712)	Doxorubicin	DB00970	stage II Wilms' tumor	C0278712	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00997"" target=""_blank"">Vincristine (DBID: DB00997)</a>"	stage II Wilms' tumor (CUI: C0278712)		DB00997	stage II Wilms' tumor	C0278712	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00541"" target=""_blank"">Vincristine (DBID: DB00541)</a>"	stage III Wilms' tumor (CUI: C0278713)	Vincristine	DB00541	stage III Wilms' tumor	C0278713	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00773"" target=""_blank"">Etoposide (DBID: DB00773)</a>"	stage III Wilms' tumor (CUI: C0278713)	Etoposide	DB00773	stage III Wilms' tumor	C0278713	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00773"" target=""_blank"">Dactinomycin (DBID: DB00773)</a>"	stage III Wilms' tumor (CUI: C0278713)	Dactinomycin	DB00773	stage III Wilms' tumor	C0278713	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00970"" target=""_blank"">Doxorubicin (DBID: DB00970)</a>"	stage III Wilms' tumor (CUI: C0278713)	Doxorubicin	DB00970	stage III Wilms' tumor	C0278713	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00997"" target=""_blank"">Vincristine (DBID: DB00997)</a>"	stage III Wilms' tumor (CUI: C0278713)		DB00997	stage III Wilms' tumor	C0278713	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00541"" target=""_blank"">Vincristine (DBID: DB00541)</a>"	stage IV Wilms' tumor (CUI: C0278714)	Vincristine	DB00541	stage IV Wilms' tumor	C0278714	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00773"" target=""_blank"">Etoposide (DBID: DB00773)</a>"	stage IV Wilms' tumor (CUI: C0278714)	Etoposide	DB00773	stage IV Wilms' tumor	C0278714	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00773"" target=""_blank"">Dactinomycin (DBID: DB00773)</a>"	stage IV Wilms' tumor (CUI: C0278714)	Dactinomycin	DB00773	stage IV Wilms' tumor	C0278714	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00970"" target=""_blank"">Doxorubicin (DBID: DB00970)</a>"	stage IV Wilms' tumor (CUI: C0278714)	Doxorubicin	DB00970	stage IV Wilms' tumor	C0278714	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00997"" target=""_blank"">Vincristine (DBID: DB00997)</a>"	stage IV Wilms' tumor (CUI: C0278714)		DB00997	stage IV Wilms' tumor	C0278714	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00541"" target=""_blank"">Vincristine (DBID: DB00541)</a>"	stage V Wilms' tumor (CUI: C0278715)	Vincristine	DB00541	stage V Wilms' tumor	C0278715	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00773"" target=""_blank"">Etoposide (DBID: DB00773)</a>"	stage V Wilms' tumor (CUI: C0278715)	Etoposide	DB00773	stage V Wilms' tumor	C0278715	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00773"" target=""_blank"">Dactinomycin (DBID: DB00773)</a>"	stage V Wilms' tumor (CUI: C0278715)	Dactinomycin	DB00773	stage V Wilms' tumor	C0278715	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00970"" target=""_blank"">Doxorubicin (DBID: DB00970)</a>"	stage V Wilms' tumor (CUI: C0278715)	Doxorubicin	DB00970	stage V Wilms' tumor	C0278715	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00997"" target=""_blank"">Vincristine (DBID: DB00997)</a>"	stage V Wilms' tumor (CUI: C0278715)		DB00997	stage V Wilms' tumor	C0278715	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945009"" target=""_blank"">Suspended (Phase 3)</a>"	Suspended	Phase 3	Temporarily stopped for assessment
"<a href=""http://www.drugbank.ca/drugs/DB00441"" target=""_blank"">Gemcitabine (DBID: DB00441)</a>"	Malignant neoplasm of lung (CUI: C0242379)	Gemcitabine	DB00441	Malignant neoplasm of lung	C0242379	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00951444"" target=""_blank"">Withdrawn (Phase 2)</a>"	Withdrawn	Phase 2	The study was not activated.
"<a href=""http://www.drugbank.ca/drugs/DB00958"" target=""_blank"">Carboplatin (DBID: DB00958)</a>"	Malignant neoplasm of lung (CUI: C0242379)	Carboplatin	DB00958	Malignant neoplasm of lung	C0242379	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00951444"" target=""_blank"">Withdrawn (Phase 2)</a>"	Withdrawn	Phase 2	The study was not activated.
"<a href=""http://www.drugbank.ca/drugs/DB01234"" target=""_blank"">Dexamethasone (DBID: DB01234)</a>"	Acute fungal otitis externa (CUI: C0728738)	Dexamethasone	DB01234	Acute fungal otitis externa	C0728738	Disease or Syndrome	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945646"" target=""_blank"">Terminated (Phase 3)</a>"	Terminated	Phase 3	
"<a href=""http://www.drugbank.ca/drugs/DB01234"" target=""_blank"">Dexamethasone (DBID: DB01234)</a>"	Acute fungal otitis externa (CUI: C0728738)		DB01234	Acute fungal otitis externa	C0728738	Disease or Syndrome	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945646"" target=""_blank"">Terminated (Phase 3)</a>"	Terminated	Phase 3	
"<a href=""http://www.drugbank.ca/drugs/DB00502"" target=""_blank"">Haloperidol (DBID: DB00502)</a>"	Delirium (CUI: C0011206)	Haloperidol	DB00502	Delirium	C0011206	Mental or Behavioral Dysfunction	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00954603"" target=""_blank"">Terminated (Phase 3)</a>"	Terminated	Phase 3	few delirious patients were enrolled.
"<a href=""http://www.drugbank.ca/drugs/DB00502"" target=""_blank"">Quetiapine (DBID: DB00502)</a>"	Delirium (CUI: C0011206)	Quetiapine	DB00502	Delirium	C0011206	Mental or Behavioral Dysfunction	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00954603"" target=""_blank"">Terminated (Phase 3)</a>"	Terminated	Phase 3	few delirious patients were enrolled.
"<a href=""http://www.drugbank.ca/drugs/DB01224"" target=""_blank"">Haloperidol (DBID: DB01224)</a>"	Delirium (CUI: C0011206)		DB01224	Delirium	C0011206	Mental or Behavioral Dysfunction	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00954603"" target=""_blank"">Terminated (Phase 3)</a>"	Terminated	Phase 3	few delirious patients were enrolled.
"<a href=""http://www.drugbank.ca/drugs/DB00002"" target=""_blank"">Cetuximab (DBID: DB00002)</a>"	Colorectal cancer metastatic (CUI: C0948380)	Cetuximab	DB00002	Colorectal cancer metastatic	C0948380	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00954876"" target=""_blank"">Withdrawn (Phase 2)</a>"	Withdrawn	Phase 2	Study has been terminated due to lack of accrual.
"<a href=""http://www.drugbank.ca/drugs/DB00544"" target=""_blank"">Fluorouracil (DBID: DB00544)</a>"	Colorectal cancer metastatic (CUI: C0948380)	Fluorouracil	DB00544	Colorectal cancer metastatic	C0948380	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00954876"" target=""_blank"">Withdrawn (Phase 2)</a>"	Withdrawn	Phase 2	Study has been terminated due to lack of accrual.
"<a href=""http://www.drugbank.ca/drugs/DB01101"" target=""_blank"">Capecitabine (DBID: DB01101)</a>"	Colorectal cancer metastatic (CUI: C0948380)	Capecitabine	DB01101	Colorectal cancer metastatic	C0948380	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00954876"" target=""_blank"">Withdrawn (Phase 2)</a>"	Withdrawn	Phase 2	Study has been terminated due to lack of accrual.
"<a href=""http://www.drugbank.ca/drugs/DB00004"" target=""_blank"">Denileukin diftitox (DBID: DB00004)</a>"	Melanoma recurrent (CUI: C0278884)	Denileukin diftitox	DB00004	Melanoma recurrent	C0278884	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945269"" target=""_blank"">Terminated (Phase 1/Phase 2)</a>"	Terminated	Phase 1/Phase 2	ONTAK has been pulled off the market for further testing. Subsequently, EISAI will no longer
"<a href=""http://www.drugbank.ca/drugs/DB00041"" target=""_blank"">Aldesleukin (DBID: DB00041)</a>"	Melanoma recurrent (CUI: C0278884)	Aldesleukin	DB00041	Melanoma recurrent	C0278884	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945269"" target=""_blank"">Terminated (Phase 1/Phase 2)</a>"	Terminated	Phase 1/Phase 2	ONTAK has been pulled off the market for further testing. Subsequently, EISAI will no longer
"<a href=""http://www.drugbank.ca/drugs/DB00004"" target=""_blank"">Denileukin diftitox (DBID: DB00004)</a>"	malignant melanoma of skin stage III (CUI: C0278882)	Denileukin diftitox	DB00004	malignant melanoma of skin stage III	C0278882	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945269"" target=""_blank"">Terminated (Phase 1/Phase 2)</a>"	Terminated	Phase 1/Phase 2	ONTAK has been pulled off the market for further testing. Subsequently, EISAI will no longer
"<a href=""http://www.drugbank.ca/drugs/DB00041"" target=""_blank"">Aldesleukin (DBID: DB00041)</a>"	malignant melanoma of skin stage III (CUI: C0278882)	Aldesleukin	DB00041	malignant melanoma of skin stage III	C0278882	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00945269"" target=""_blank"">Terminated (Phase 1/Phase 2)</a>"	Terminated	Phase 1/Phase 2	ONTAK has been pulled off the market for further testing. Subsequently, EISAI will no longer
"<a href=""http://www.drugbank.ca/drugs/DB01268"" target=""_blank"">Sunitinib (DBID: DB01268)</a>"	Malignant neoplasm of lung (CUI: C0242379)	Sunitinib	DB01268	Malignant neoplasm of lung	C0242379	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00953459"" target=""_blank"">Terminated (Phase 2)</a>"	Terminated	Phase 2	poorly recruiting
"<a href=""http://www.drugbank.ca/drugs/DB00526"" target=""_blank"">Oxaliplatin (DBID: DB00526)</a>"	Colorectal Neoplasms (CUI: C0009404)	Oxaliplatin	DB00526	Colorectal Neoplasms	C0009404	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00950820"" target=""_blank"">Terminated (Phase 2)</a>"	Terminated	Phase 2	Recruitment rate to low; changed environment made protocol in its current state obsolete
"<a href=""http://www.drugbank.ca/drugs/DB00544"" target=""_blank"">Fluorouracil (DBID: DB00544)</a>"	Colorectal Neoplasms (CUI: C0009404)	Fluorouracil	DB00544	Colorectal Neoplasms	C0009404	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00950820"" target=""_blank"">Terminated (Phase 2)</a>"	Terminated	Phase 2	Recruitment rate to low; changed environment made protocol in its current state obsolete
"<a href=""http://www.drugbank.ca/drugs/DB00544"" target=""_blank"">Capecitabine (DBID: DB00544)</a>"	Colorectal Neoplasms (CUI: C0009404)	Capecitabine	DB00544	Colorectal Neoplasms	C0009404	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00950820"" target=""_blank"">Terminated (Phase 2)</a>"	Terminated	Phase 2	Recruitment rate to low; changed environment made protocol in its current state obsolete
"<a href=""http://www.drugbank.ca/drugs/DB01101"" target=""_blank"">Oxaliplatin (DBID: DB01101)</a>"	Colorectal Neoplasms (CUI: C0009404)		DB01101	Colorectal Neoplasms	C0009404	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00950820"" target=""_blank"">Terminated (Phase 2)</a>"	Terminated	Phase 2	Recruitment rate to low; changed environment made protocol in its current state obsolete
"<a href=""http://www.drugbank.ca/drugs/DB00860"" target=""_blank"">Methylprednisolone (DBID: DB00860)</a>"	Multiple Sclerosis (CUI: C0026769)	Methylprednisolone	DB00860	Multiple Sclerosis	C0026769	Disease or Syndrome	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00947895"" target=""_blank"">Terminated (Phase 2/Phase 3)</a>"	Terminated	Phase 2/Phase 3	Study reached halfway point in approximately one year time period and was halted to analyze
"<a href=""http://www.drugbank.ca/drugs/DB00959"" target=""_blank"">Prednisolone (DBID: DB00959)</a>"	Multiple Sclerosis (CUI: C0026769)		DB00959	Multiple Sclerosis	C0026769	Disease or Syndrome	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00947895"" target=""_blank"">Terminated (Phase 2/Phase 3)</a>"	Terminated	Phase 2/Phase 3	Study reached halfway point in approximately one year time period and was halted to analyze
"<a href=""http://www.drugbank.ca/drugs/DB00683"" target=""_blank"">Midazolam (DBID: DB00683)</a>"	Pain (CUI: C0030193)	Midazolam	DB00683	Pain	C0030193	Sign or Symptom	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00942539"" target=""_blank"">Terminated (Phase 2)</a>"	Terminated	Phase 2	
"<a href=""http://www.drugbank.ca/drugs/DB00958"" target=""_blank"">Carboplatin (DBID: DB00958)</a>"	ovarian neoplasm (CUI: C0919267)	Carboplatin	DB00958	ovarian neoplasm	C0919267	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00919984"" target=""_blank"">Terminated (Phase 2)</a>"	Terminated	Phase 2	This study stopped due to slow accrual.
"<a href=""http://www.drugbank.ca/drugs/DB01229"" target=""_blank"">Paclitaxel (DBID: DB01229)</a>"	ovarian neoplasm (CUI: C0919267)	Paclitaxel	DB01229	ovarian neoplasm	C0919267	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00919984"" target=""_blank"">Terminated (Phase 2)</a>"	Terminated	Phase 2	This study stopped due to slow accrual.
"<a href=""http://www.drugbank.ca/drugs/DB00087"" target=""_blank"">Alemtuzumab (DBID: DB00087)</a>"	B-cell small lymphocytic lymphoma recurrent (CUI: C0855096)	Alemtuzumab	DB00087	B-cell small lymphocytic lymphoma recurrent	C0855096	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00947388"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	No more eligible patients
"<a href=""http://www.drugbank.ca/drugs/DB06769"" target=""_blank"">Bendamustine (DBID: DB06769)</a>"	B-cell small lymphocytic lymphoma recurrent (CUI: C0855096)	Bendamustine	DB06769	B-cell small lymphocytic lymphoma recurrent	C0855096	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00947388"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	No more eligible patients
"<a href=""http://www.drugbank.ca/drugs/DB00087"" target=""_blank"">Alemtuzumab (DBID: DB00087)</a>"	Chronic lymphocytic leukaemia refractory (CUI: C0278791)	Alemtuzumab	DB00087	Chronic lymphocytic leukaemia refractory	C0278791	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00947388"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	No more eligible patients
"<a href=""http://www.drugbank.ca/drugs/DB06769"" target=""_blank"">Bendamustine (DBID: DB06769)</a>"	Chronic lymphocytic leukaemia refractory (CUI: C0278791)	Bendamustine	DB06769	Chronic lymphocytic leukaemia refractory	C0278791	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00947388"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	No more eligible patients
"<a href=""http://www.drugbank.ca/drugs/DB00087"" target=""_blank"">Alemtuzumab (DBID: DB00087)</a>"	Chronic lymphocytic leukaemia stage 3 (CUI: C0278769)	Alemtuzumab	DB00087	Chronic lymphocytic leukaemia stage 3	C0278769	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00947388"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	No more eligible patients
"<a href=""http://www.drugbank.ca/drugs/DB06769"" target=""_blank"">Bendamustine (DBID: DB06769)</a>"	Chronic lymphocytic leukaemia stage 3 (CUI: C0278769)	Bendamustine	DB06769	Chronic lymphocytic leukaemia stage 3	C0278769	Neoplastic Process	"<a href=""https://clinicaltrials.gov/ct2/show/NCT00947388"" target=""_blank"">Terminated (Phase 1)</a>"	Terminated	Phase 1	No more eligible patients
