raw_row_index	drug_name	drugbank_id	compound_entity	disease_name	umls_cui	disease_entity	sem_type	status_raw	trial_status_raw	detailed_status_raw	phase_raw	label	relation	is_positive	is_failed_like	valid_drugbank_and_cui	source_dataset	setting
9607	Tacrolimus	DB00864	Compound::DB00864	leukemia	C0023418	Disease::UMLS:C0023418	Neoplastic Process	Terminated	Terminated (Phase 2)	Objectives not met.	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9608	Melphalan	DB01042	Compound::DB01042	leukemia	C0023418	Disease::UMLS:C0023418	Neoplastic Process	Terminated	Terminated (Phase 2)	Objectives not met.	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9609	Fludarabine	DB01073	Compound::DB01073	leukemia	C0023418	Disease::UMLS:C0023418	Neoplastic Process	Terminated	Terminated (Phase 2)	Objectives not met.	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9610	Azacitidine	DB00928	Compound::DB00928	leukemia	C0023418	Disease::UMLS:C0023418	Neoplastic Process	Terminated	Terminated (Phase 2)	Slow Accrual	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9611	Cyclophosphamide	DB00531	Compound::DB00531	Metastatic melanoma	C0278883	Disease::UMLS:C0278883	Neoplastic Process	Terminated	Terminated (Phase 2)	Low accrual not allowing to support statistical endpoints	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9612	Vinblastine	DB00570	Compound::DB00570	Metastatic melanoma	C0278883	Disease::UMLS:C0278883	Neoplastic Process	Terminated	Terminated (Phase 2)	Low accrual not allowing to support statistical endpoints	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9613	Vorinostat	DB02546	Compound::DB02546	Multiple Myeloma	C0026764	Disease::UMLS:C0026764	Neoplastic Process	Withdrawn	Withdrawn (Phase 2)	Doxil is currently unavailable	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9614	Pioglitazone	DB01132	Compound::DB01132	Opioid-Related Disorders	C0027412	Disease::UMLS:C0027412	Mental or Behavioral Dysfunction	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9615	Testosterone	DB00624	Compound::DB00624	Multiple Sclerosis	C0026769	Disease::UMLS:C0026769	Disease or Syndrome	Terminated	Terminated (Phase 2)	Poor recruitment	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9616	Methyltestosterone	DB00624	Compound::DB00624	Multiple Sclerosis	C0026769	Disease::UMLS:C0026769	Disease or Syndrome	Terminated	Terminated (Phase 2)	Poor recruitment	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9617	Testosterone	DB00624	Compound::DB00624	Multiple Sclerosis	C0026769	Disease::UMLS:C0026769	Disease or Syndrome	Terminated	Terminated (Phase 2)	Poor recruitment	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9618	Methyltestosterone	DB06710	Compound::DB06710	Multiple Sclerosis	C0026769	Disease::UMLS:C0026769	Disease or Syndrome	Terminated	Terminated (Phase 2)	Poor recruitment	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9619	Erlotinib	DB00530	Compound::DB00530	Non-small cell lung cancer recurrent	C0278517	Disease::UMLS:C0278517	Neoplastic Process	Suspended	Suspended (Phase 1)	Interim analysis of PK and toxicity data	Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9620	Erlotinib	DB00530	Compound::DB00530	Non-small cell lung cancer metastatic	C0278987	Disease::UMLS:C0278987	Neoplastic Process	Suspended	Suspended (Phase 1)	Interim analysis of PK and toxicity data	Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9621	Pegfilgrastim	DB00019	Compound::DB00019	Multiple Myeloma	C0026764	Disease::UMLS:C0026764	Neoplastic Process	Terminated	Terminated (Phase 0)	Unexpected toxicity (2 early deaths)	Phase 0	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9622	Hydroxychloroquine	DB01611	Compound::DB01611	Kidney Failure, Chronic	C0022661	Disease::UMLS:C0022661	Disease or Syndrome	Terminated	Terminated (Phase 2)	lack of funding	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9623	Penciclovir	DB00299	Compound::DB00299	Meniere Disease	C0025281	Disease::UMLS:C0025281	Disease or Syndrome	Terminated	Terminated (Phase 3)	HRI no longer conducting research.	Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9624	Famciclovir	DB00426	Compound::DB00426	Meniere Disease	C0025281	Disease::UMLS:C0025281	Disease or Syndrome	Terminated	Terminated (Phase 3)	HRI no longer conducting research.	Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9625	Vitamin C	DB00126	Compound::DB00126	Disorder of vitamin C	C1272557	Disease::UMLS:C1272557	Disease or Syndrome	Withdrawn	Withdrawn (Phase 2)	Unable to obtain funding to initiate the study. No subjects were enrolled.	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9626	Vitamin C	DB00126	Compound::DB00126	Growth Hormone Secretion Abnormality	C3536718	Disease::UMLS:C3536718	Disease or Syndrome	Withdrawn	Withdrawn (Phase 2)	Unable to obtain funding to initiate the study. No subjects were enrolled.	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9627	Sirolimus	DB00877	Compound::DB00877	Acinar cell carcinoma of pancreas	C0279661	Disease::UMLS:C0279661	Neoplastic Process	Suspended	Suspended (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9628	Everolimus	DB01590	Compound::DB01590	Acinar cell carcinoma of pancreas	C0279661	Disease::UMLS:C0279661	Neoplastic Process	Suspended	Suspended (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9629	Sirolimus	DB00877	Compound::DB00877	duct cell adenocarcinoma of the pancreas	C0279176	Disease::UMLS:C0279176	Neoplastic Process	Suspended	Suspended (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9630	Everolimus	DB01590	Compound::DB01590	duct cell adenocarcinoma of the pancreas	C0279176	Disease::UMLS:C0279176	Neoplastic Process	Suspended	Suspended (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9631	Sirolimus	DB00877	Compound::DB00877	Pancreatic carcinoma recurrent	C0854777	Disease::UMLS:C0854777	Neoplastic Process	Suspended	Suspended (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9632	Everolimus	DB01590	Compound::DB01590	Pancreatic carcinoma recurrent	C0854777	Disease::UMLS:C0854777	Neoplastic Process	Suspended	Suspended (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9633	Sirolimus	DB00877	Compound::DB00877	Stage IV Pancreatic Cancer	C1167725	Disease::UMLS:C1167725	Neoplastic Process	Suspended	Suspended (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9634	Everolimus	DB01590	Compound::DB01590	Stage IV Pancreatic Cancer	C1167725	Disease::UMLS:C1167725	Neoplastic Process	Suspended	Suspended (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9635	Sirolimus	DB00877	Compound::DB00877	unspecified adult solid tumor, protocol specific	C0279004	Disease::UMLS:C0279004	Neoplastic Process	Suspended	Suspended (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9636	Everolimus	DB01590	Compound::DB01590	unspecified adult solid tumor, protocol specific	C0279004	Disease::UMLS:C0279004	Neoplastic Process	Suspended	Suspended (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9637	Bupivacaine	DB00297	Compound::DB00297	Shoulder Pain	C0037011	Disease::UMLS:C0037011	Finding	Withdrawn	Withdrawn (Phase 3)		Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9638	Dexamethasone	DB01234	Compound::DB01234	Shoulder Pain	C0037011	Disease::UMLS:C0037011	Finding	Withdrawn	Withdrawn (Phase 3)		Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9639	Bupivacaine	DB01234	Compound::DB01234	Shoulder Pain	C0037011	Disease::UMLS:C0037011	Finding	Withdrawn	Withdrawn (Phase 3)		Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9640	Bupivacaine	DB00297	Compound::DB00297	Shoulder Injuries	C0149776	Disease::UMLS:C0149776	Injury or Poisoning	Withdrawn	Withdrawn (Phase 3)		Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9641	Dexamethasone	DB01234	Compound::DB01234	Shoulder Injuries	C0149776	Disease::UMLS:C0149776	Injury or Poisoning	Withdrawn	Withdrawn (Phase 3)		Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9642	Bupivacaine	DB01234	Compound::DB01234	Shoulder Injuries	C0149776	Disease::UMLS:C0149776	Injury or Poisoning	Withdrawn	Withdrawn (Phase 3)		Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9643	Bupivacaine	DB00297	Compound::DB00297	Disorder of shoulder	C1290859	Disease::UMLS:C1290859	Disease or Syndrome	Withdrawn	Withdrawn (Phase 3)		Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9644	Dexamethasone	DB01234	Compound::DB01234	Disorder of shoulder	C1290859	Disease::UMLS:C1290859	Disease or Syndrome	Withdrawn	Withdrawn (Phase 3)		Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9645	Bupivacaine	DB01234	Compound::DB01234	Disorder of shoulder	C1290859	Disease::UMLS:C1290859	Disease or Syndrome	Withdrawn	Withdrawn (Phase 3)		Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9646	Bupivacaine	DB00297	Compound::DB00297	Disorder of rotator cuff	C1532240	Disease::UMLS:C1532240	Disease or Syndrome	Withdrawn	Withdrawn (Phase 3)		Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9647	Dexamethasone	DB01234	Compound::DB01234	Disorder of rotator cuff	C1532240	Disease::UMLS:C1532240	Disease or Syndrome	Withdrawn	Withdrawn (Phase 3)		Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9648	Bupivacaine	DB01234	Compound::DB01234	Disorder of rotator cuff	C1532240	Disease::UMLS:C1532240	Disease or Syndrome	Withdrawn	Withdrawn (Phase 3)		Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9649	Bupivacaine	DB00297	Compound::DB00297	Disorder of tendon of biceps	C1996944	Disease::UMLS:C1996944	Disease or Syndrome	Withdrawn	Withdrawn (Phase 3)		Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9650	Dexamethasone	DB01234	Compound::DB01234	Disorder of tendon of biceps	C1996944	Disease::UMLS:C1996944	Disease or Syndrome	Withdrawn	Withdrawn (Phase 3)		Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9651	Bupivacaine	DB01234	Compound::DB01234	Disorder of tendon of biceps	C1996944	Disease::UMLS:C1996944	Disease or Syndrome	Withdrawn	Withdrawn (Phase 3)		Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9652	L-Carnitine	DB00583	Compound::DB00583	Ulcerative Colitis	C0009324	Disease::UMLS:C0009324	Disease or Syndrome	Terminated	Terminated (Phase 3)	Evidence of very low probability to success. No safety issues.	Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9653	Rituximab	DB00073	Compound::DB00073	contiguous stage II adult diffuse large cell lymphoma	C0677695	Disease::UMLS:C0677695	Neoplastic Process	Withdrawn	Withdrawn (Phase 2)	No Funding Source and Competing Trials	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9654	Cyclophosphamide	DB00531	Compound::DB00531	contiguous stage II adult diffuse large cell lymphoma	C0677695	Disease::UMLS:C0677695	Neoplastic Process	Withdrawn	Withdrawn (Phase 2)	No Funding Source and Competing Trials	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9655	Vincristine	DB00541	Compound::DB00541	contiguous stage II adult diffuse large cell lymphoma	C0677695	Disease::UMLS:C0677695	Neoplastic Process	Withdrawn	Withdrawn (Phase 2)	No Funding Source and Competing Trials	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9656	Doxorubicin	DB00997	Compound::DB00997	contiguous stage II adult diffuse large cell lymphoma	C0677695	Disease::UMLS:C0677695	Neoplastic Process	Withdrawn	Withdrawn (Phase 2)	No Funding Source and Competing Trials	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9657	Rituximab	DB00073	Compound::DB00073	noncontiguous stage II adult diffuse large cell lymphoma	C0677709	Disease::UMLS:C0677709	Neoplastic Process	Withdrawn	Withdrawn (Phase 2)	No Funding Source and Competing Trials	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9658	Cyclophosphamide	DB00531	Compound::DB00531	noncontiguous stage II adult diffuse large cell lymphoma	C0677709	Disease::UMLS:C0677709	Neoplastic Process	Withdrawn	Withdrawn (Phase 2)	No Funding Source and Competing Trials	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9659	Vincristine	DB00541	Compound::DB00541	noncontiguous stage II adult diffuse large cell lymphoma	C0677709	Disease::UMLS:C0677709	Neoplastic Process	Withdrawn	Withdrawn (Phase 2)	No Funding Source and Competing Trials	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9660	Doxorubicin	DB00997	Compound::DB00997	noncontiguous stage II adult diffuse large cell lymphoma	C0677709	Disease::UMLS:C0677709	Neoplastic Process	Withdrawn	Withdrawn (Phase 2)	No Funding Source and Competing Trials	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9661	Rituximab	DB00073	Compound::DB00073	stage I adult diffuse large cell lymphoma	C0279960	Disease::UMLS:C0279960	Neoplastic Process	Withdrawn	Withdrawn (Phase 2)	No Funding Source and Competing Trials	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9662	Cyclophosphamide	DB00531	Compound::DB00531	stage I adult diffuse large cell lymphoma	C0279960	Disease::UMLS:C0279960	Neoplastic Process	Withdrawn	Withdrawn (Phase 2)	No Funding Source and Competing Trials	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9663	Vincristine	DB00541	Compound::DB00541	stage I adult diffuse large cell lymphoma	C0279960	Disease::UMLS:C0279960	Neoplastic Process	Withdrawn	Withdrawn (Phase 2)	No Funding Source and Competing Trials	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9664	Doxorubicin	DB00997	Compound::DB00997	stage I adult diffuse large cell lymphoma	C0279960	Disease::UMLS:C0279960	Neoplastic Process	Withdrawn	Withdrawn (Phase 2)	No Funding Source and Competing Trials	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9665	Rituximab	DB00073	Compound::DB00073	stage III adult diffuse large cell lymphoma	C0280162	Disease::UMLS:C0280162	Neoplastic Process	Withdrawn	Withdrawn (Phase 2)	No Funding Source and Competing Trials	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9666	Cyclophosphamide	DB00531	Compound::DB00531	stage III adult diffuse large cell lymphoma	C0280162	Disease::UMLS:C0280162	Neoplastic Process	Withdrawn	Withdrawn (Phase 2)	No Funding Source and Competing Trials	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9667	Vincristine	DB00541	Compound::DB00541	stage III adult diffuse large cell lymphoma	C0280162	Disease::UMLS:C0280162	Neoplastic Process	Withdrawn	Withdrawn (Phase 2)	No Funding Source and Competing Trials	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9668	Doxorubicin	DB00997	Compound::DB00997	stage III adult diffuse large cell lymphoma	C0280162	Disease::UMLS:C0280162	Neoplastic Process	Withdrawn	Withdrawn (Phase 2)	No Funding Source and Competing Trials	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
9669	Rituximab	DB00073	Compound::DB00073	stage IV adult diffuse large cell lymphoma	C0280175	Disease::UMLS:C0280175	Neoplastic Process	Withdrawn	Withdrawn (Phase 2)	No Funding Source and Competing Trials	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
