drug	disease	relation	source_scope	conflict_flag
Temsirolimus	brain cancer	contraindication	overlap_with_setting_a	0
Temsirolimus	embryonal carcinoma	contraindication	overlap_with_setting_a	0
Temsirolimus	pituicytoma	contraindication	overlap_with_setting_a	0
Temsirolimus	giant cell glioblastoma	contraindication	overlap_with_setting_a	0
Temsirolimus	anaplastic astrocytoma	contraindication	overlap_with_setting_a	0
Temsirolimus	diffuse astrocytoma	contraindication	overlap_with_setting_a	0
Temsirolimus	protoplasmic astrocytoma	contraindication	overlap_with_setting_a	0
Temsirolimus	fibrillary astrocytoma	contraindication	overlap_with_setting_a	0
Temsirolimus	gemistocytic astrocytoma	contraindication	overlap_with_setting_a	0
Temsirolimus	pleomorphic xanthoastrocytoma	contraindication	overlap_with_setting_a	0
Temsirolimus	juvenile pilocytic astrocytoma	contraindication	overlap_with_setting_a	0
Temsirolimus	pilomyxoid astrocytoma	contraindication	overlap_with_setting_a	0
Temsirolimus	oligodendroglial tumor	contraindication	overlap_with_setting_a	0
Temsirolimus	anaplastic oligodendroglioma	contraindication	overlap_with_setting_a	0
Temsirolimus	anaplastic ependymoma	contraindication	overlap_with_setting_a	0
Temsirolimus	oligoastrocytoma	contraindication	overlap_with_setting_a	0
Temsirolimus	anaplastic oligoastrocytoma	contraindication	overlap_with_setting_a	0
Temsirolimus	angiocentric glioma	contraindication	overlap_with_setting_a	0
Temsirolimus	chordoid glioma of the third ventricle	contraindication	overlap_with_setting_a	0
Temsirolimus	astroblastoma	contraindication	overlap_with_setting_a	0
Temsirolimus	ependymoblastoma	contraindication	overlap_with_setting_a	0
Temsirolimus	neuroepithelial neoplasm	contraindication	overlap_with_setting_a	0
Temsirolimus	glioblastoma (disease)	contraindication	overlap_with_setting_a	0
Temsirolimus	peripheral primitive neuroectodermal tumor	contraindication	overlap_with_setting_a	0
Temsirolimus	embryonal carcinoma of the central nervous system	contraindication	overlap_with_setting_a	0
Teriparatide	renal osteodystrophy	contraindication	overlap_with_setting_a	0
Cholecalciferol	esophagitis (disease)	contraindication	overlap_with_setting_a	0
Cholecalciferol	peptic esophagitis	contraindication	overlap_with_setting_a	0
Cholecalciferol	gastroesophageal reflux disease	contraindication	overlap_with_setting_a	0
Alendronic acid	esophagitis (disease)	contraindication	overlap_with_setting_a	0
Alendronic acid	peptic esophagitis	contraindication	overlap_with_setting_a	0
Alendronic acid	gastroesophageal reflux disease	contraindication	overlap_with_setting_a	0
Nicotine	esophagitis (disease)	contraindication	overlap_with_setting_a	0
Nicotine	peptic esophagitis	contraindication	overlap_with_setting_a	0
Nicotine	gastroesophageal reflux disease	contraindication	overlap_with_setting_a	0
Floxuridine	esophagitis (disease)	contraindication	overlap_with_setting_a	0
Floxuridine	peptic esophagitis	contraindication	overlap_with_setting_a	0
Floxuridine	gastroesophageal reflux disease	contraindication	overlap_with_setting_a	0
Hydrocortisone	esophagitis (disease)	contraindication	overlap_with_setting_a	0
Hydrocortisone	peptic esophagitis	contraindication	overlap_with_setting_a	0
Hydrocortisone	gastroesophageal reflux disease	contraindication	overlap_with_setting_a	0
Ergocalciferol	esophagitis (disease)	contraindication	overlap_with_setting_a	0
Ergocalciferol	peptic esophagitis	contraindication	overlap_with_setting_a	0
Ergocalciferol	gastroesophageal reflux disease	contraindication	overlap_with_setting_a	0
Cortisone acetate	esophagitis (disease)	contraindication	overlap_with_setting_a	0
Cortisone acetate	peptic esophagitis	contraindication	overlap_with_setting_a	0
Cortisone acetate	gastroesophageal reflux disease	contraindication	overlap_with_setting_a	0
Hydrocortisone acetate	esophagitis (disease)	contraindication	overlap_with_setting_a	0
Hydrocortisone acetate	peptic esophagitis	contraindication	overlap_with_setting_a	0
Hydrocortisone acetate	gastroesophageal reflux disease	contraindication	overlap_with_setting_a	0
Chloral hydrate	esophagitis (disease)	contraindication	overlap_with_setting_a	0
Chloral hydrate	peptic esophagitis	contraindication	overlap_with_setting_a	0
Chloral hydrate	gastroesophageal reflux disease	contraindication	overlap_with_setting_a	0
Etidronic acid	esophagitis (disease)	contraindication	overlap_with_setting_a	0
Etidronic acid	peptic esophagitis	contraindication	overlap_with_setting_a	0
Etidronic acid	gastroesophageal reflux disease	contraindication	overlap_with_setting_a	0
Ibandronate	esophagitis (disease)	contraindication	overlap_with_setting_a	0
Ibandronate	peptic esophagitis	contraindication	overlap_with_setting_a	0
Ibandronate	gastroesophageal reflux disease	contraindication	overlap_with_setting_a	0
Etacrynic acid	hypoparathyroidism	contraindication	overlap_with_setting_a	0
Sibutramine	peripheral arterial disease	contraindication	overlap_with_setting_a	0
Tranexamic acid	subarachnoid hemorrhage (disease)	contraindication	overlap_with_setting_a	0
Tranexamic acid	acquired aneurysmal subarachnoid hemorrhage	contraindication	overlap_with_setting_a	0
Ethadione	Lambert-Eaton myasthenic syndrome	contraindication	overlap_with_setting_a	0
Trimethadione	Lambert-Eaton myasthenic syndrome	contraindication	overlap_with_setting_a	0
Adenosine phosphate	bronchiectasis	contraindication	overlap_with_setting_a	0
Adenosine phosphate	idiopathic bronchiectasis	contraindication	overlap_with_setting_a	0
Mechlorethamine	amyloidosis (disease)	contraindication	overlap_with_setting_a	0
Mechlorethamine	AH amyloidosis	contraindication	overlap_with_setting_a	0
Mechlorethamine	AL amyloidosis	contraindication	overlap_with_setting_a	0
Sodium tetradecyl sulfate	cancer	contraindication	overlap_with_setting_a	0
Cyclosporine	lymphoma	contraindication	overlap_with_setting_a	0
Cyclosporine	primary central nervous system lymphoma	contraindication	overlap_with_setting_a	0
Cyclosporine	lymphosarcoma	contraindication	overlap_with_setting_a	0
Sirolimus	lymphoma	contraindication	overlap_with_setting_a	0
Sirolimus	primary central nervous system lymphoma	contraindication	overlap_with_setting_a	0
Sirolimus	lymphosarcoma	contraindication	overlap_with_setting_a	0
Azathioprine	lymphoma	contraindication	overlap_with_setting_a	0
Azathioprine	primary central nervous system lymphoma	contraindication	overlap_with_setting_a	0
Azathioprine	lymphosarcoma	contraindication	overlap_with_setting_a	0
Everolimus	lymphoma	contraindication	overlap_with_setting_a	0
Everolimus	primary central nervous system lymphoma	contraindication	overlap_with_setting_a	0
Everolimus	lymphosarcoma	contraindication	overlap_with_setting_a	0
Phenol	lymphoma	contraindication	overlap_with_setting_a	0
Phenol	primary central nervous system lymphoma	contraindication	overlap_with_setting_a	0
Phenol	lymphosarcoma	contraindication	overlap_with_setting_a	0
Tacrolimus	lymphoma	contraindication	overlap_with_setting_a	0
Tacrolimus	primary central nervous system lymphoma	contraindication	overlap_with_setting_a	0
Tacrolimus	lymphosarcoma	contraindication	overlap_with_setting_a	0
Dinoprost	genital herpes	contraindication	overlap_with_setting_a	0
Dinoprostone	genital herpes	contraindication	overlap_with_setting_a	0
Indomethacin	proctitis	contraindication	overlap_with_setting_a	0
Chloral hydrate	proctitis	contraindication	overlap_with_setting_a	0
Lactulose	galactosemia	contraindication	overlap_with_setting_a	0
Lactulose	glycogen storage disease	contraindication	overlap_with_setting_a	0
Lactulose	G6PD deficiency	contraindication	overlap_with_setting_a	0
Lactulose	cystinuria	contraindication	overlap_with_setting_a	0
Montelukast	hypereosinophilic syndrome	contraindication	overlap_with_setting_a	0
Vincristine	neuromuscular junction disease	contraindication	overlap_with_setting_a	0
Phenytoin	thyroid gland disease	contraindication	overlap_with_setting_a	0
Phenytoin	goiter (disease)	contraindication	overlap_with_setting_a	0
Liraglutide	thyroid gland disease	contraindication	overlap_with_setting_a	0
Liraglutide	goiter (disease)	contraindication	overlap_with_setting_a	0
Valrubicin	overactive bladder (disease)	contraindication	overlap_with_setting_a	0
Chloramphenicol	paroxysmal nocturnal hemoglobinuria	contraindication	overlap_with_setting_a	0
Betamethasone	psoriasis	contraindication	overlap_with_setting_a	1
Betamethasone	parapsoriasis	contraindication	overlap_with_setting_a	1
Triethylenetetramine	psoriasis	contraindication	overlap_with_setting_a	0
Triethylenetetramine	parapsoriasis	contraindication	overlap_with_setting_a	0
Betamethasone	pustular psoriasis	contraindication	overlap_with_setting_a	0
Triethylenetetramine	pustular psoriasis	contraindication	overlap_with_setting_a	0
Estradiol	streptococcal toxic-shock syndrome	contraindication	overlap_with_setting_a	0
Sirolimus	lymphedema	contraindication	overlap_with_setting_a	0
Sirolimus	elephantiasis	contraindication	overlap_with_setting_a	0
Bupropion	opiate dependence	contraindication	overlap_with_setting_a	0
Bupropion	morphine dependence	contraindication	overlap_with_setting_a	0
Naltrexone	opiate dependence	contraindication	overlap_with_setting_a	0
Naltrexone	morphine dependence	contraindication	overlap_with_setting_a	0
Teriparatide	osteitis fibrosa	contraindication	overlap_with_setting_a	0
Teriparatide	hyperparathyroidism	contraindication	overlap_with_setting_a	0
Carmustine	intracranial abscess	contraindication	overlap_with_setting_a	0
Methadyl acetate	gastroenteritis	contraindication	overlap_with_setting_a	0
Methadyl acetate	proctitis	contraindication	overlap_with_setting_a	0
Fenofibrate	dermatomyositis	contraindication	overlap_with_setting_a	0
Fenofibrate	myositis	contraindication	overlap_with_setting_a	0
Fenofibric acid	dermatomyositis	contraindication	overlap_with_setting_a	0
Fenofibric acid	myositis	contraindication	overlap_with_setting_a	0
Telbivudine	dermatomyositis	contraindication	overlap_with_setting_a	0
Telbivudine	myositis	contraindication	overlap_with_setting_a	0
Zidovudine	dermatomyositis	contraindication	overlap_with_setting_a	0
Zidovudine	myositis	contraindication	overlap_with_setting_a	0
Abacavir	dermatomyositis	contraindication	overlap_with_setting_a	0
Abacavir	myositis	contraindication	overlap_with_setting_a	0
Lamivudine	dermatomyositis	contraindication	overlap_with_setting_a	0
Lamivudine	myositis	contraindication	overlap_with_setting_a	0
Tretinoin	vitiligo	contraindication	overlap_with_setting_a	0
Minoxidil	scalp dermatosis	contraindication	overlap_with_setting_a	0
Ribavirin	inherited aplastic anemia	contraindication	overlap_with_setting_a	0
Ribavirin	idiopathic aplastic anemia	contraindication	overlap_with_setting_a	0
Ribavirin	Diamond-Blackfan anemia	contraindication	overlap_with_setting_a	0
Ribavirin	aplastic anemia	contraindication	overlap_with_setting_a	0
Primidone	inherited aplastic anemia	contraindication	overlap_with_setting_a	0
Primidone	Diamond-Blackfan anemia	contraindication	overlap_with_setting_a	0
Phenol	inherited aplastic anemia	contraindication	overlap_with_setting_a	0
Phenol	idiopathic aplastic anemia	contraindication	overlap_with_setting_a	0
Phenol	Diamond-Blackfan anemia	contraindication	overlap_with_setting_a	0
Phenol	aplastic anemia	contraindication	overlap_with_setting_a	0
Tacrolimus	inherited aplastic anemia	contraindication	overlap_with_setting_a	0
Tacrolimus	idiopathic aplastic anemia	contraindication	overlap_with_setting_a	0
Tacrolimus	Diamond-Blackfan anemia	contraindication	overlap_with_setting_a	0
Tacrolimus	aplastic anemia	contraindication	overlap_with_setting_a	0
Esketamine	vascular disease	contraindication	overlap_with_setting_a	0
Tretinoin	thrombophilia	contraindication	overlap_with_setting_a	0
Methoxsalen	squamous cell carcinoma	contraindication	overlap_with_setting_a	0
Methoxsalen	glycogen storage disease	contraindication	overlap_with_setting_a	0
Methoxsalen	G6PD deficiency	contraindication	overlap_with_setting_a	0
Methoxsalen	cystinuria	contraindication	overlap_with_setting_a	0
Methoxsalen	galactosemia	contraindication	overlap_with_setting_a	0
Fosamprenavir	hemophilia	contraindication	overlap_with_setting_a	0
Fosamprenavir	symptomatic form of hemophilia in female carriers	contraindication	overlap_with_setting_a	0
Darunavir	hemophilia	contraindication	overlap_with_setting_a	0
Darunavir	symptomatic form of hemophilia in female carriers	contraindication	overlap_with_setting_a	0
Lopinavir	hemophilia	contraindication	overlap_with_setting_a	0
Lopinavir	symptomatic form of hemophilia in female carriers	contraindication	overlap_with_setting_a	0
Tipranavir	hemophilia	contraindication	overlap_with_setting_a	0
Tipranavir	symptomatic form of hemophilia in female carriers	contraindication	overlap_with_setting_a	0
Amprenavir	hemophilia	contraindication	overlap_with_setting_a	0
Amprenavir	symptomatic form of hemophilia in female carriers	contraindication	overlap_with_setting_a	0
Ritonavir	hemophilia	contraindication	overlap_with_setting_a	0
Ritonavir	symptomatic form of hemophilia in female carriers	contraindication	overlap_with_setting_a	0
Saquinavir	hemophilia	contraindication	overlap_with_setting_a	0
Saquinavir	symptomatic form of hemophilia in female carriers	contraindication	overlap_with_setting_a	0
Sodium tetradecyl sulfate	venous insufficiency (disease)	contraindication	overlap_with_setting_a	0
Fosamprenavir	lipodystrophy (disease)	contraindication	overlap_with_setting_a	0
Fosamprenavir	lipodystrophy	contraindication	overlap_with_setting_a	0
Amprenavir	lipodystrophy (disease)	contraindication	overlap_with_setting_a	0
Amprenavir	lipodystrophy	contraindication	overlap_with_setting_a	0
Zoledronic acid	fibromyalgia	contraindication	overlap_with_setting_a	0
Zoledronic acid	myositis	contraindication	overlap_with_setting_a	0
Ibandronate	fibromyalgia	contraindication	overlap_with_setting_a	0
Ibandronate	myositis	contraindication	overlap_with_setting_a	0
Risedronic acid	fibromyalgia	contraindication	overlap_with_setting_a	0
Risedronic acid	myositis	contraindication	overlap_with_setting_a	0
Erlotinib	acute respiratory distress syndrome	contraindication	overlap_with_setting_a	0
Erlotinib	newborn respiratory distress syndrome	contraindication	overlap_with_setting_a	0
Bortezomib	acute respiratory distress syndrome	contraindication	overlap_with_setting_a	0
Bortezomib	newborn respiratory distress syndrome	contraindication	overlap_with_setting_a	0
Cytarabine	acute respiratory distress syndrome	contraindication	overlap_with_setting_a	0
Cytarabine	newborn respiratory distress syndrome	contraindication	overlap_with_setting_a	0
Ravulizumab	meningococcal infection	contraindication	overlap_with_setting_a	0
Ambrisentan	pulmonary venoocclusive disease	contraindication	overlap_with_setting_a	0
Bosentan	pulmonary venoocclusive disease	contraindication	overlap_with_setting_a	0
Sildenafil	pulmonary venoocclusive disease	contraindication	overlap_with_setting_a	0
